turker_id,time,distance_between_targets,question_index,sizediff,accuracy,clicked_x,clicked_y,index_of_difficulty
Rob,1.273,600,27,2,0,-75.8732,-290.359,4.32319
Rob,1.225,300,28,3,1,-13.8406,149.392,3.36467
Hiro,1.421,600,32,2,0,140.434,265.175,4.16784
Hiro,1.171,100,33,3,1,38.2999,32.245,1.12645
Rob,1.993,600,29,3,1,59.6861,-293.857,4.34168
Rob,1.248,300,30,2,0,46.9669,-142.455,3.2964
Hiro,1.771,100,34,2,0,48.8466,11.302,0.197111
Hiro,2.74,400,35,1,0,125.05,156.166,3.40384
Hiro,2.471,200,36,1,1,-73.84,67.917,2.19838
Hiro,3.113,600,37,3,0,-57.0229,294.822,4.31968
Rob,1.955,600,31,1,0,199.587,223.277,3.94722
Hiro,1.269,300,38,2,1,66.1955,-134.573,3.18987
Rob,1.259,600,32,2,0,-83.7791,288.29,4.31235
Hiro,1.644,100,39,3,1,8.0525,-49.337,1.74225
Rob,1.548,300,33,1,0,8.00021,149.78,3.36878
Hiro,1.119,200,40,3,1,-54.3857,-83.513,2.50619
Rob,1.357,100,34,2,1,-14.6799,-47.9495,1.72125
Hiro,2.62,500,41,1,0,212.878,-131.312,3.15352
Rob,2.392,200,35,2,1,-87.2738,-48.8607,1.75233
Hiro,2.352,500,42,2,0,191.715,160.69,3.44462
Rob,1.19,100,36,1,0,-49.1321,-12.9124,0.814319
Hiro,1.456,200,43,2,1,64.297,-76.662,2.37699
Rob,1.453,600,37,1,0,-100.572,-282.961,4.28502
Hiro,1.269,300,44,3,1,-48.2725,142.041,3.26733
Rob,1.078,300,38,2,1,89.7615,-119.526,3.04823
Hiro,1.059,200,45,3,1,-54.1845,84.088,2.5107
Rob,1.011,100,39,1,0,-34.0734,-36.6069,1.33576
Rob,1.645,600,40,1,0,-246.617,-171.182,3.56042
Hiro,1.788,300,46,2,1,-41.585,-144.096,3.28847
Rob,1.171,400,41,1,1,52.6752,-192.922,3.73401
Hiro,3.184,400,47,2,0,45.2556,194.845,3.72331
Rob,1.471,300,42,1,0,-139.645,-55.4959,2.34168
Hiro,1.482,500,48,2,1,22.3529,-249.006,4.07735
Rob,1.121,300,43,2,1,24.6166,-147.962,3.35114
Hiro,2.157,300,49,2,1,24.7101,148.165,3.32639
Rob,1.261,400,44,1,0,-26.9763,-198.295,3.77265
Rob,1.143,200,45,2,1,-67.9565,-73.7286,2.34229
Hiro,1.102,100,50,1,1,33.3867,-37.346,1.33753
Rob,1.161,400,46,1,0,-85.1371,-181.187,3.64197
Hiro,1.465,400,51,1,1,160.107,119.825,3.02228
Rob,1.094,100,47,3,1,-2.84201,49.9379,1.78354
Hiro,1.52,100,52,2,1,-21.038,-45.319,1.62044
Rob,1.038,100,48,2,0,-37.8407,-33.6423,1.19607
Hiro,1.77,500,53,3,1,-228.225,-101.853,2.78816
Rob,1.044,200,49,3,1,-76.8942,-64.9973,2.15448
Hiro,1.084,100,54,3,1,40.1213,-29.905,1.01851
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
Rob,1.426,600,50,3,0,180.398,-239.253,4.04613
kemptond,1.63,200,1,3,0,-40.9078,-91.253,2.65378
oscar smith,1.973,500,1,3,1,-172.117,-181.317,3.64439
kemptond,2.316,200,2,1,1,-9.05495,-99.562,2.77993
oscar smith,1.616,400,2,3,0,114.733,163.817,3.49797
kemptond,1.439,100,3,3,1,-7.7288,-49.361,1.7684
oscar smith,1.397,100,3,2,1,32.75,-37.783,1.38165
oscar smith,1.067,100,4,3,1,1.167,49.983,1.78548
kemptond,1.635,400,4,3,1,-47.5538,194.205,3.74387
heyo,2.991,400,1,1,0,123.047,157.881,3.41396
oscar smith,1.524,400,5,2,1,-42.083,195.517,3.75321
kemptond,1.384,100,5,2,1,41.5451,-28.248,0.955221
oscar smith,1.491,400,6,3,0,162.2,117,3.01242
kemptond,2.706,600,6,1,1,53.2687,295.168,4.34772
oscar smith,1.518,300,7,3,1,145.8,35.25,2.43295
heyo,5.26,400,2,1,1,30.5775,-197.916,3.73932
oscar smith,1.265,100,8,2,0,34.767,-35.933,1.30928
kemptond,1.797,300,7,2,1,27.1131,-147.582,3.34689
oscar smith,1.439,200,9,1,1,-59.883,80.083,2.4655
kemptond,2.582,400,8,1,1,-45.7395,194.714,3.74713
heyo,3.224,600,3,1,1,-235.987,185.147,3.64525
kemptond,2.886,300,9,3,1,-137.123,-60.256,2.05719
oscar smith,8.271,100,10,1,0,-44.417,-22.95,0.718276
heyo,2.011,300,4,2,1,45.2295,-142.909,3.27243
kemptond,2.874,400,10,1,1,15.3736,-199.38,3.7816
oscar smith,1.986,500,11,2,0,-10.467,249.783,4.10654
oscar smith,1.094,200,12,3,1,96.267,-27.1,1.83396
heyo,2.107,600,5,1,0,-157.281,255.477,4.10948
kemptond,1.993,600,11,3,0,168.245,248.377,4.09843
oscar smith,1.363,600,13,1,1,-49.167,295.95,4.3512
heyo,1.715,200,6,3,1,-0.1455,99.798,2.75633
kemptond,1.851,400,12,1,0,24.4967,-198.449,3.77497
oscar smith,2.077,600,14,3,0,97.167,283.833,4.2909
kemptond,2.505,100,13,2,0,-8.20035,-49.381,1.76625
heyo,2.325,300,7,3,1,-136.917,-59.839,2.02106
oscar smith,2.329,400,15,1,0,87.483,179.85,3.63268
kemptond,1.564,600,14,1,1,194.704,228.18,3.97624
heyo,2.259,100,8,3,1,31.2655,39.582,1.40659
oscar smith,1.429,300,16,3,1,-51.783,140.783,3.27931
kemptond,1.944,100,15,3,1,-25.4175,-43.094,1.57053
heyo,2.04,500,9,2,0,154.489,-196.566,3.73129
oscar smith,1.848,100,17,3,1,-4.467,49.8,1.78009
oscar smith,1.088,300,18,1,1,-45.217,143.017,3.30211
heyo,2.226,400,10,3,0,116.607,162.895,3.4579
kemptond,1.841,200,16,1,1,-61.0995,79.212,2.44911
oscar smith,1.33,300,19,2,1,140.85,-51.617,2.38303
kemptond,1.281,200,17,3,1,26.6432,96.452,2.73283
heyo,1.873,100,11,2,1,10.4695,-49.183,1.72436
oscar smith,0.92,200,20,3,0,10.733,99.417,2.77752
kemptond,1.593,500,18,3,0,119.116,219.955,3.92229
heyo,1.547,200,12,2,1,-41.8125,90.666,2.61723
oscar smith,1.195,300,21,2,0,48.817,141.833,3.29008
heyo,1.72,100,13,1,1,6.8505,49.767,1.74279
oscar smith,1.618,600,22,2,1,288.75,81.4,3.41877
kemptond,1.869,500,19,1,0,-14.0138,249.607,4.10553
kemptond,1.14,100,20,2,0,8.80705,-49.269,1.76319
oscar smith,1.426,600,23,1,0,25.167,298.95,4.36574
heyo,2.169,600,14,3,1,-212.529,212.197,3.84016
oscar smith,1.04,100,24,1,0,18.217,-46.567,1.68316
kemptond,1.306,500,21,2,1,-217.819,122.185,3.0764
heyo,1.62,400,15,2,1,100.993,173.07,3.54493
oscar smith,1.641,600,25,3,1,-8.483,299.883,4.37026
kemptond,1.508,500,22,2,0,18.2027,249.31,4.10397
heyo,1.601,200,16,1,1,43.0115,90.284,2.60879
kemptond,1.708,600,23,2,1,297.03,41.666,2.80564
heyo,1.421,100,17,3,1,-28.6115,41.386,1.47454
oscar smith,2.621,500,26,2,1,-82.383,236.033,4.02488
kemptond,1.405,500,24,3,1,173.624,-179.814,3.63263
heyo,1.912,100,18,3,0,20.9307,-45.505,1.61789
heyo,1.369,200,19,2,1,39.7005,-91.706,2.63242
kemptond,1.743,500,25,3,1,159.017,-192.566,3.73275
oscar smith,3.773,200,27,1,1,84.733,-53.1,1.87271
heyo,1.891,500,20,2,0,74.1825,239.03,4.01193
oscar smith,1.489,600,28,3,1,232.2,189.967,3.71159
kemptond,3.351,200,26,2,1,14.2181,99.025,2.77116
heyo,1.679,600,21,3,1,203.833,220.761,3.89655
oscar smith,1.524,200,29,2,1,41.667,-90.9,2.6483
kemptond,1.664,500,27,1,1,72.9165,239.111,4.04366
heyo,1.456,100,22,1,0,-20.3223,-45.786,1.62662
oscar smith,1.178,300,30,2,0,84.667,123.817,3.09411
heyo,1.958,500,23,1,0,-86.8955,234.505,3.98545
kemptond,1.535,400,28,2,0,85.2676,180.743,3.64092
oscar smith,2.847,500,31,1,1,-88.917,233.65,4.01024
heyo,1.92,300,24,3,1,104.58,107.475,2.86072
kemptond,1.577,300,29,1,1,-80.326,126.496,3.12646
oscar smith,1.547,300,32,1,1,130.683,73.633,2.3443
heyo,1.837,500,25,3,0,-12.3745,249.879,4.07649
kemptond,1.608,500,30,2,1,-163.145,189.785,3.70869
heyo,1.624,100,26,1,1,21.6065,45.098,1.60727
oscar smith,2.285,500,33,3,1,-120.667,218.95,3.91648
kemptond,1.061,100,31,1,1,47.211,-17.271,0.244501
heyo,1.773,100,27,2,1,-5.5335,49.724,1.74745
kemptond,1.553,200,32,2,1,-12.217,-99.301,2.77504
oscar smith,2.677,200,34,1,1,71.433,-69.983,2.27093
heyo,1.891,500,28,3,1,-218.868,119.821,3.01998
kemptond,1.594,100,33,1,0,18.521,-46.557,1.6799
oscar smith,1.312,100,35,1,0,18.883,46.3,1.67488
heyo,1.157,300,29,1,1,17.3398,149.111,3.3316
kemptond,1.319,300,34,2,1,130.089,73.952,2.35401
oscar smith,1.516,100,36,3,0,44.833,-22.15,0.731423
heyo,1.534,300,30,1,0,-61.1522,137.004,3.21024
kemptond,3.131,400,35,2,1,81.466,-182.785,3.65517
heyo,1.557,400,31,2,1,-115.753,162.588,3.46056
oscar smith,2.72,500,37,1,0,128.433,-214.483,3.88676
kemptond,1.294,300,36,2,0,4.61465,-149.917,3.37015
oscar smith,2.485,400,38,1,0,-55.1,192.267,3.72894
heyo,3.646,600,32,3,0,86.5987,-287.327,4.27857
kemptond,1.051,100,37,3,1,28.281,-40.946,1.50452
oscar smith,2.186,600,39,2,1,-180.083,239.933,4.04852
heyo,1.634,300,33,2,0,-57.2535,138.725,3.22783
kemptond,2.03,600,38,3,1,-109.323,279.533,4.26817
heyo,1.396,200,34,1,1,99.0918,14.568,1.21925
oscar smith,2.459,500,40,1,0,56.367,-243.567,4.07017
kemptond,2.345,400,39,3,1,-103.616,171.316,3.561
heyo,1.648,600,35,2,1,79.6585,-289.551,4.28867
oscar smith,2.127,500,41,2,0,-172.467,180.983,3.64173
kemptond,1.399,400,40,3,1,101.259,172.435,3.57216
heyo,1.593,600,36,2,1,201.031,223.31,3.91313
oscar smith,2.016,500,42,3,1,131.217,-212.8,3.87535
kemptond,1.943,600,41,3,1,38.1472,297.596,4.35908
heyo,1.696,500,37,1,1,-196.393,-154.41,3.3841
kemptond,1.717,500,42,1,0,154.221,-196.481,3.76155
oscar smith,2.079,100,43,2,1,49.367,7.933,0.870578
heyo,2.445,400,38,3,1,0.0575,199.8,3.75633
kemptond,1.433,100,43,1,0,-45.5368,-20.667,0.511067
oscar smith,1.857,400,44,3,1,38.217,196.317,3.75904
heyo,1.838,500,39,2,1,58.5985,-242.904,4.03745
kemptond,1.906,400,44,2,0,62.5881,190.049,3.7116
oscar smith,1.795,300,45,3,1,35.517,-145.733,3.32922
heyo,1.775,600,40,2,0,-106.058,280.53,4.24492
kemptond,1.643,200,45,3,1,16.0779,98.631,2.76696
oscar smith,1.649,600,46,2,0,-94.417,284.75,4.29559
heyo,1.949,300,41,2,1,125.738,-82.661,2.47705
oscar smith,1.595,200,47,3,1,85.7,51.533,1.82943
kemptond,2.678,200,46,1,1,17.9167,98.316,2.76231
heyo,1.863,400,42,3,0,161.719,117.971,2.9935
kemptond,1.583,300,47,3,1,116.854,-93.972,2.69664
oscar smith,2.163,600,48,1,0,127.3,271.65,4.22763
heyo,1.787,200,43,1,0,-89.9003,43.597,1.55988
kemptond,1.211,200,48,2,1,88.8355,45.795,1.65994
heyo,1.334,100,44,2,1,20.8085,-45.395,1.61876
oscar smith,3.154,400,49,2,0,21.8,-198.8,3.77725
kemptond,1.828,300,49,1,1,-3.7225,149.955,3.37039
heyo,1.886,400,45,1,1,16.0748,199.465,3.75166
kemptond,1.522,600,50,2,1,142.278,-264.271,4.18723
oscar smith,1.631,200,50,2,1,-98.033,19.767,1.86022
kemptond,1.39,600,51,1,1,229.184,-193.926,3.74032
heyo,2.282,600,46,1,1,-243.225,-175.21,3.56656
oscar smith,1.748,200,51,2,1,86.05,-50.933,1.81264
kemptond,1.311,300,52,1,0,-23.4668,-148.154,3.35296
heyo,1.524,500,47,3,1,-232.352,90.868,2.62113
oscar smith,2.562,400,52,2,1,75.517,185.2,3.67493
heyo,1.166,200,48,3,1,80.7675,59.859,2.00833
kemptond,1.369,600,53,2,1,124.31,272.844,4.23478
oscar smith,1.639,300,53,1,1,46.183,142.717,3.299
kemptond,1.392,300,54,3,1,93.1219,117.264,3.01812
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
heyo,2.117,500,49,1,0,92.7428,232.319,3.97159
wsgi,5.136,500,1,2,1,226.302,106.855,2.88002
wsgi3,20.31,100,1,2,1,-35.9325,34.833,1.26311
superman,1.575,500,1,3,1,-6.87205,249.9,4.10726
superman,3.085,500,1,3,0,-214.625,-128.19,3.1442
superman,1.899,500,2,2,1,-221.986,-114.186,2.97939
superman,3.338,100,3,1,1,-16.2485,47.35,1.70557
superman,1.357,200,4,2,1,-20.6556,97.925,2.75447
superman,1.052,300,5,1,1,17.9034,148.88,3.36048
superman,2.75,600,6,1,0,257.193,-153.788,3.40843
superman,1.239,200,7,1,0,-7.9795,-99.696,2.78127
superman,1.286,600,8,3,1,-135.008,-267.798,4.20748
superman,1.169,200,9,3,1,35.9901,93.458,2.68613
superman,0.965,200,10,2,1,54.3929,84.049,2.53353
superman,97.89,500,1,1,0,-16.7371,249.504,4.10456
superman,1.712,100,2,2,1,37.8577,31.9701,1.15369
superman,2.634,200,3,2,1,76.5137,-63.9197,2.14454
superman,56,200,4,3,1,20.5705,97.7364,2.75461
superman,134.998,600,1,3,0,-202.014,221.959,3.93556
superman,190.331,500,1,1,1,-178.75,175.133,3.59291
superman,4.493,500,2,3,1,-156.7,195.133,3.74881
superman,13.883,500,2,1,0,73.5228,238.947,4.04255
superman,25.47,300,5,2,1,-36.9063,145.487,3.32585
superman,2.372,300,1,2,1,-67.3894,-134.206,3.20864
superman,50.626,100,2,2,1,-33.759,37.2365,1.35314
superman,1023.16,600,6,1,1,225.891,196.968,3.76526
superman,1.217,200,7,1,1,-93.4105,-36.1868,1.31689
superman,1.286,600,8,2,0,-172.827,245.348,4.08018
superman,1049.68,500,3,2,1,-228.467,101.55,2.80796
superman,1.313,600,4,3,1,165.133,-250.15,4.10992
superman,10.537,500,9,1,0,-125.516,216.316,3.89847
superman,1056.62,300,3,3,0,4.2494,149.928,3.37026
superman,8.799,100,10,3,1,32.1331,-37.4528,1.38795
superman,476.158,300,11,1,0,-64.5801,-135.475,3.22313
superman,1.326,300,12,2,1,-133.105,-70.2756,2.272
superman,1.275,300,13,3,1,130.355,73.1743,2.34021
superman,1.13,300,14,1,0,-1.09308,150,3.3708
superman,1.084,500,15,1,1,245.56,-43.7281,2.45116
superman,1.03,400,16,3,1,-161.304,-119.036,3.03388
superman,1.477,200,54,2,1,7.39789,99.6643,2.78191
superman,2.217,500,1,3,1,47.183,-245.5,4.08164
superman,2.794,200,2,1,1,-96.6,25.85,1.10211
superman,1.405,100,1,2,1,-23.344,43.995,1.60694
superman,1.484,300,2,2,0,0.6355,-149.998,3.37082
superman,1.036,300,3,2,1,-19.1066,148.828,3.35905
superman,1.136,100,1,3,1,-5.38895,-49.662,1.77743
superman,1.323,500,1,3,1,102.641,-227.962,3.97465
superman,2.609,400,2,3,1,70.3198,187.233,3.69069
superman,1.708,600,3,1,1,-25.643,-298.866,4.36555
superman,1.272,400,4,1,1,-171.427,-102.327,2.82163
superman,1.687,100,5,3,1,-14.9582,-47.708,1.71824
superman,1.375,500,6,3,1,44.519,246.042,4.08457
superman,1.134,200,7,1,1,51.9074,-85.234,2.55832
superman,1.815,500,8,2,1,77.024,-237.973,4.03594
superman,1.325,300,9,3,1,70.7091,132.509,3.1901
superman,1.342,500,10,1,1,-195.908,-154.783,3.418
superman,1.21,200,11,1,0,22.6554,97.308,2.7478
superman,1.323,400,12,1,1,-45.3426,-194.883,3.74785
superman,1.217,100,13,1,1,23.841,44.172,1.60146
superman,1.091,100,14,3,1,38.5079,-32.146,1.14392
superman,2.232,400,15,3,1,128.123,-153.917,3.40612
superman,1.448,300,16,1,1,20.2484,-148.573,3.35756
superman,1.96,600,17,3,1,269.04,-133.566,3.20165
superman,1.274,500,18,2,1,193.584,157.714,3.44494
superman,1.685,500,19,1,1,-249.687,18.748,2.46963
superman,1.131,100,20,2,1,19.555,46.107,1.66656
superman,1.225,600,21,2,1,235.623,185.96,3.68007
superman,1.461,400,22,3,1,-77.5551,-184.262,3.66822
superman,1.284,300,23,2,1,-14.6136,-149.324,3.36396
superman,1.239,100,24,2,1,31.2644,38.703,1.42353
superman,1.258,100,25,1,1,-45.5036,21.561,0.562213
superman,1.495,600,26,3,1,8.7818,-299.872,4.37022
superman,1.22,100,27,1,1,2.0145,49.951,1.7847
superman,1.892,600,28,2,1,-297.598,34.482,2.7271
superman,1.388,600,29,1,1,-172.512,245.712,4.08177
superman,1.266,100,30,3,1,32.299,-38.514,1.40171
superman,1.476,400,31,2,0,37.2014,-196.435,3.76046
superman,1.449,600,32,3,1,201.925,222.062,3.93616
superman,17.697,300,33,2,1,7.41005,149.837,3.36908
superman,2.697,200,34,3,1,78.5751,-62.376,2.10028
superman,1.381,600,1,1,0,-108.21,279.801,4.27029
superman,1.453,200,2,2,1,57.0094,81.886,2.50079
superman,1.38,500,3,2,1,130.247,213.152,3.87893
superman,1.103,200,4,2,1,-91.2531,-40.427,1.48205
superman,1.445,200,5,2,1,84.3091,-54.421,1.9031
superman,1.467,600,6,2,1,45.7624,-296.429,4.35385
superman,1.049,200,1,1,0,-90.3276,-43.718,1.58712
superman,1.524,600,2,2,1,-21.2596,299.273,4.36721
superman,1.252,400,3,1,1,-17.3685,-199.261,3.78042
superman,1.23,300,4,3,1,98.668,-113.165,2.96297
superman,0.788,100,5,1,1,-35.227,-35.067,1.28258
superman,1.32,600,6,2,1,218.083,-206.446,3.8302
superman,1.005,100,7,2,0,-42.2575,-27.021,0.893475
superman,1.034,100,8,2,1,31.4884,-38.519,1.4167
superman,1.272,400,9,3,1,21.435,-198.892,3.77755
superman,1.304,200,10,3,1,-45.708,88.834,2.61645
superman,0.938,200,11,3,1,-67.6619,-73.251,2.34086
superman,1.262,500,12,1,1,-73.9416,238.936,4.04183
superman,34.52,400,13,1,1,49.8171,193.802,3.73972
superman,17.294,600,14,3,1,216.629,207.546,3.83928
superman,1.232,600,1,3,1,152.341,258.446,4.15572
superman,1.401,200,2,2,0,-42.9516,90.491,2.63931
superman,2.409,500,3,3,1,25.357,248.753,4.10035
superman,1.247,200,1,3,1,50.0191,-86.829,2.57916
superman,1.153,400,2,2,1,184.238,-76.891,2.40936
superman,1.048,100,3,1,0,-1.5926,-49.986,1.78514
superman,0.936,400,4,3,1,194.308,49.042,2.10721
superman,1.113,500,5,3,1,-73.885,238.767,4.04184
superman,1.11,300,6,3,1,-70.8702,-132.198,3.18861
superman,0.797,100,7,3,1,10.9171,48.884,1.75077
superman,0.836,100,8,2,1,15.258,-47.746,1.71573
superman,1.175,600,9,1,1,240.96,178.46,3.6222
superman,1.656,200,10,3,0,-77.9026,63.181,2.11908
superman,1.231,300,11,2,1,24.9974,-147.836,3.3505
superman,1.509,600,12,3,1,-8.39605,-299.877,4.37027
superman,1.136,300,13,2,1,44.868,-143.198,3.30328
superman,1.694,500,14,2,0,92.5888,-232.226,4.00139
superman,1.827,400,15,3,1,193.647,50.039,2.10513
superman,1.039,600,16,1,0,41.3144,-297.087,4.35702
superman,1.035,100,17,2,1,-27.9436,41.723,1.51857
superman,1.128,200,18,1,0,45.7365,-88.831,2.61625
superman,1.303,600,1,2,1,28.077,-298.703,4.36449
superman,0.758,400,2,2,1,-153.916,128.18,3.14188
superman,1.338,600,3,1,1,228.663,-193.979,3.74246
superman,1.116,200,4,1,1,4.35905,99.922,2.7845
superman,0.926,100,5,1,0,-41.5272,-27.836,0.941086
superman,0.849,100,6,1,1,-20.541,-45.397,1.65152
superman,1.185,200,7,3,0,28.4424,-95.753,2.72488
superman,1,400,8,2,0,-152.845,129.452,3.15614
Muyang iPhone,1.897,500,1,3,1,-178.037,-176.099,3.59986
Muyang iPhone,1.739,300,2,1,1,-52.9663,140.557,3.27506
