turker_id,clicked_word,correct_word,wrong_word,distance_between_targets,time,correct_word_fontsize,wrong_word_fontsize,correct_word_width,wrong_word_width,correct_word_height,wrong_word_height,correct_word_x,wrong_word_x,correct_word_y,wrong_word_y
muyang,warren,warren,across,99.84418058255828,1.038,21,20,69.2813,65.9844,24,23,21.956649999999968,-22.323800000000006,-44.74400000000003,44.74400000000003
ea,oeuvre,oeuvre,accuse,99.96696084108244,2.768,21,20,69.2813,65.9844,24,23,4.398649999999975,-4.765800000000013,49.773000000000025,-49.773000000000025
muyang,swears,swears,nausea,200.2346697018339,1.668,21,20,69.2813,65.9844,24,23,-66.95535000000001,66.58820000000003,74.59899999999999,-74.59900000000005
ea,nuance,nuance,warner,200.34608504036837,1.655,21,20,69.2813,65.9844,24,23,-99.03735,98.67020000000002,16.204000000000008,-16.204000000000008
muyang,verses,amazes,verses,299.9556267183573,2.026,21,20,69.2813,65.9844,24,23,18.827650000000062,-19.194799999999987,-148.76800000000003,148.76799999999997
muyang,movers,answer,movers,400.2212654619973,1.219,21,20,69.2813,65.9844,24,23,-126.31234999999998,125.9452,155.35700000000003,-155.35699999999997
muyang,answer,oscars,answer,500.12421829661736,1.013,21,20,69.2813,65.9844,24,23,-88.74635,88.37919999999997,233.854,-233.85400000000004
muyang,excess,excess,unseen,600.1263657475836,1.998,21,20,69.2813,65.9844,24,23,-108.46935000000002,108.10220000000004,-279.84299999999996,279.84299999999996
muyang,serves,serves,warmer,99.84332085183507,1.04,22,20,72.5781,65.9844,26,23,-26.348949999999945,26.630199999999945,-42.313999999999965,42.31400000000002
muyang,manson,manson,romero,200.00724725999925,1.044,22,20,72.5781,65.9844,26,23,2.4480499999999665,-2.1667999999999665,99.97699999999998,-99.97699999999998
ea,season,warren,season,299.94386728153404,12.464,21,20,69.2813,65.9844,24,23,23.798650000000066,-24.16579999999999,148.04199999999997,-148.04200000000003
muyang,acumen,acumen,marcos,299.755707242285,1.25,22,20,72.5781,65.9844,26,23,-123.40494999999999,123.68520000000001,-84.85199999999998,84.85199999999998
muyang,marrow,marrow,secure,399.9111219757741,1.154,22,20,72.5781,65.9844,26,23,-59.55094999999994,59.83220000000006,-190.83799999999997,190.83800000000002
muyang,racers,racers,warren,500.0485400765835,1.21,22,20,72.5781,65.9844,26,23,40.86104999999998,-40.57979999999998,-246.68600000000004,246.68600000000004
muyang,aurora,aurora,wearer,600.2278412324129,1.152,22,20,72.5781,65.9844,26,23,230.63805000000002,-230.35680000000002,192.19600000000003,-192.19600000000003
muyang,racers,racers,narrow,100.03439412167198,0.835,23,20,75.875,65.9844,27,23,-32.03649999999999,31.966199999999958,38.44,-38.440000000000055
muyang,summon,summon,verses,199.95311040764034,0.809,23,20,75.875,65.9844,27,23,85.34550000000002,-85.41579999999999,-52.01400000000001,52.01400000000001
muyang,masses,masses,menace,300.01112061336994,1.093,23,20,75.875,65.9844,27,23,-30.079499999999996,30.009199999999964,146.966,-146.966
muyang,scenes,scenes,errors,399.98300748868076,0.835,23,20,75.875,65.9844,27,23,59.06050000000005,-59.13080000000002,-191.06100000000004,191.06099999999998
muyang,scarce,scarce,owners,499.9723302972776,1.01,23,20,75.875,65.9844,27,23,121.74649999999997,-121.81680000000006,-218.31799999999998,218.31799999999998
muyang,crowns,crowns,arenas,600.0403599633028,1.285,23,20,75.875,65.9844,27,23,-223.5885,223.51819999999998,-200.09000000000003,200.08999999999997
muyang,crowns,crowns,warsaw,100.07399344165293,0.847,22,21,72.5781,69.2813,26,24,5.82204999999999,-5.892350000000022,-49.692999999999984,49.692999999999984
muyang,concur,concur,unseen,200.27991047171957,0.858,22,21,72.5781,69.2813,26,24,43.23905000000002,-43.309349999999995,-90.30700000000002,90.30700000000002
muyang,scores,scores,suarez,299.7659513476473,1.024,22,21,72.5781,69.2813,26,24,-54.08794999999998,54.01765,-139.79700000000003,139.79700000000003
muyang,creams,museum,creams,399.51934545821445,1.623,22,21,72.5781,69.2813,26,24,-147.89795000000004,147.82765000000006,134.315,-134.31500000000005
muyang,marcos,marcos,sesame,499.8785003419932,1.041,22,21,72.5781,69.2813,26,24,-46.38495,46.31465000000003,245.60400000000004,-245.60400000000004
muyang,masses,masses,common,599.5407333105567,1.133,22,21,72.5781,69.2813,26,24,-212.33595000000003,212.26565000000005,-211.63800000000003,211.63799999999998
muyang,narrow,narrow,moscow,100.09753398022606,0.81,23,21,75.875,69.2813,27,24,16.282500000000027,-16.704350000000034,-47.25300000000004,47.252999999999986
muyang,eraser,eraser,vacuum,199.80524018634372,0.898,23,21,75.875,69.2813,27,24,-65.9325,65.51065000000006,-75.24099999999999,75.24099999999999
muyang,eraser,eraser,cancer,299.7824656345373,0.934,23,21,75.875,69.2813,27,24,-110.1325,109.7106500000001,-101.90499999999997,101.90499999999997
muyang,weaves,weaves,nearer,400.06485485696254,0.991,23,21,75.875,69.2813,27,24,43.164499999999975,-43.58634999999998,-195.27300000000002,195.27300000000002
muyang,warmer,warmer,eraser,499.7526174519975,0.939,23,21,75.875,69.2813,27,24,-207.8195,207.39765,-139.05700000000002,139.05700000000002
muyang,sununu,sununu,manson,599.7199540029685,1.074,23,21,75.875,69.2813,27,24,-283.0315,282.6096500000001,-99.64200000000005,99.642
ea,across,across,maroon,399.67261576220426,51.406,21,20,69.2813,65.9844,24,23,185.9466500000001,-186.31380000000001,-72.73299999999995,72.733
muyang,venues,venues,census,100.02657138425774,0.733,24,21,79.1719,69.2813,28,24,-24.39504999999997,23.621650000000045,-43.874000000000024,43.874000000000024
muyang,nasser,nasser,monaco,199.9742761109288,1.033,24,21,79.1719,69.2813,28,24,46.36095,-47.13434999999998,88.38600000000002,-88.38599999999997
ea,resume,resume,excess,499.67451629916303,1.331,21,20,69.2813,65.9844,24,23,231.17365000000007,-231.5408,94.30000000000001,-94.29999999999995
muyang,mcewen,mcewen,sooner,299.9935923823874,1.017,24,21,79.1719,69.2813,28,24,16.11794999999995,-16.89134999999999,-149.086,149.086
ea,weaves,sesame,weaves,599.6641866229819,1.713,21,20,69.2813,65.9844,24,23,286.60665000000006,-286.9738,-87.46799999999996,87.46800000000002
muyang,manure,manure,worsen,400.0080850089032,2.058,24,21,79.1719,69.2813,28,24,-29.60704999999996,28.833650000000034,-197.85799999999995,197.858
ea,warsaw,warsaw,reeves,99.91748960378509,1.238,22,20,72.5781,65.9844,26,23,-13.578949999999963,13.860199999999963,-48.03800000000001,48.03800000000001
muyang,rumors,rumors,assess,500.02511776318806,1.057,24,21,79.1719,69.2813,28,24,-117.45905000000005,116.68565000000001,220.90800000000002,-220.90800000000002
ea,mousse,mousse,nuance,199.9302673106863,1.542,22,20,72.5781,65.9844,26,23,-23.095950000000016,23.377200000000016,97.22699999999998,-97.22699999999998
muyang,vacuum,vacuum,senses,599.9898204170551,0.971,24,21,79.1719,69.2813,28,24,50.96595000000002,-51.73935,295.567,-295.567
muyang,reruns,reruns,excess,100.29563754023656,0.757,23,22,75.875,72.5781,27,26,-42.204499999999996,42.43105000000003,26.908999999999992,-26.908999999999992
ea,canvas,canvas,excess,299.7906175988877,1.324,22,20,72.5781,65.9844,26,23,-105.46495000000004,105.74620000000004,106.37700000000001,-106.37699999999995
muyang,nurses,nerves,nurses,200.29344966174628,0.861,23,22,75.875,72.5781,27,26,-83.33249999999998,83.55904999999996,55.37299999999999,-55.37300000000005
muyang,carmen,carmen,cocoon,299.8084393378587,1.007,23,22,75.875,72.5781,27,26,81.74350000000004,-81.51694999999995,125.72899999999998,-125.72900000000004
muyang,census,census,sorrow,399.8743842888695,1.574,23,22,75.875,72.5781,27,26,71.75250000000005,-71.52594999999997,186.66199999999998,-186.66200000000003
muyang,warsaw,warsaw,sorrow,500.0154801143686,0.984,23,22,75.875,72.5781,27,26,-11.125499999999988,11.352049999999963,-249.755,249.755
muyang,menace,swears,menace,599.7525692316812,1.346,23,22,75.875,72.5781,27,26,211.72450000000003,-211.49795,-212.47699999999998,212.47699999999998
muyang,connor,connor,ransom,99.7187403129923,0.82,24,22,79.1719,72.5781,28,26,19.795949999999948,-19.920949999999948,45.73399999999998,-45.73400000000004
muyang,romero,romero,canvas,199.99461670057522,0.676,24,22,79.1719,72.5781,28,26,0.6169499999999744,-0.7419499999999744,99.995,-99.995
muyang,remove,remove,oeuvre,299.730599298787,1.006,24,22,79.1719,72.5781,28,26,57.349950000000035,-57.474950000000035,-138.43200000000002,138.43200000000002
muyang,warner,warner,common,400.083791600722,0.982,24,22,79.1719,72.5781,28,26,-24.05404999999996,23.92904999999996,198.598,-198.59799999999996
muyang,ransom,ransom,answer,499.8617214974657,2.427,24,22,79.1719,72.5781,28,26,48.66395,-48.78895,245.135,-245.135
muyang,season,assume,season,600.2651184708387,1.063,24,22,79.1719,72.5781,28,26,-113.05205000000001,112.92705000000001,-278.052,278.052
muyang,unesco,unesco,veneer,100.03448366299752,0.701,25,22,82.4844,72.5781,29,26,-36.75980000000004,37.29105000000004,33.627999999999986,-33.62800000000004
muyang,summon,summon,monaco,199.95747974487605,0.758,25,22,82.4844,72.5781,29,26,90.98720000000003,-90.45595000000003,42.01600000000002,-42.01599999999996
muyang,mousse,assume,mousse,300.00343410821563,1.302,25,22,82.4844,72.5781,29,26,-10.414800000000014,10.946050000000014,-149.62099999999998,149.62099999999998
ea,warren,warren,encore,399.9677980944498,30.476,22,20,72.5781,65.9844,26,23,-21.171950000000038,21.453200000000038,198.84500000000003,-198.84500000000003
muyang,suarez,suarez,nuance,400.0080643231115,0.808,25,22,82.4844,72.5781,29,26,-30.676799999999957,31.208049999999957,197.596,-197.596
muyang,encore,encore,marcus,499.9637611980717,0.957,25,22,82.4844,72.5781,29,26,198.45620000000008,-197.92494999999997,152.353,-152.35299999999995
ea,connor,creams,connor,500.12197724127515,1.613,22,20,72.5781,65.9844,26,23,103.11604999999997,-102.83479999999997,-227.87400000000002,227.87400000000002
muyang,moscow,moscow,cannes,599.9775946436021,0.849,25,22,82.4844,72.5781,29,26,143.56119999999999,-143.02994999999999,263.552,-263.552
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,1.693,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea,marcos,marcos,reeves,599.8362595191479,12.901,22,20,72.5781,65.9844,26,23,-165.46095000000003,165.74220000000003,250.05399999999997,-250.05399999999997
ea2,rancor,mousse,rancor,100.02082941968887,1.27,21,20,69.2813,65.9844,24,23,-3.271349999999984,2.904199999999946,-49.914999999999964,49.91500000000002
ea2,assess,common,assess,199.86379193941687,1.124,21,20,69.2813,65.9844,24,23,38.58564999999999,-38.952800000000025,92.10500000000002,-92.10500000000002
ea2,marcos,sauces,marcos,299.991690551926,1.707,21,20,69.2813,65.9844,24,23,3.3166499999999814,-3.6838000000000193,-149.95500000000004,149.95499999999998
ea2,assume,assume,arcane,399.96119378960066,1.417,21,20,69.2813,65.9844,24,23,22.11964999999998,-22.486800000000017,198.733,-198.73299999999995
ea2,weaver,warren,weaver,499.905243730252,2.09,21,20,69.2813,65.9844,24,23,66.43265000000008,-66.7998,-240.91200000000003,240.912
ea2,norman,answer,norman,600.280006291566,1.342,21,20,69.2813,65.9844,24,23,-238.78935,238.42219999999998,182.075,-182.07500000000005
ea2,scream,scream,norman,99.73350999299339,1.013,22,20,72.5781,65.9844,26,23,-44.67695000000003,44.95820000000003,-21.86500000000001,21.86500000000001
ea2,maroon,maroon,errors,200.06731259684196,5.505,22,20,72.5781,65.9844,26,23,22.58605,-22.3048,97.483,-97.48199999999997
ea2,creams,severe,creams,299.72069186814997,2.541,22,20,72.5781,65.9844,26,23,-140.64094999999998,140.92219999999998,51.367999999999995,-51.36800000000005
ea2,manure,cocoon,manure,399.8208022183469,1.764,22,20,72.5781,65.9844,26,23,-120.82195000000002,121.10320000000002,-159.16099999999994,159.161
ea2,sermon,sermon,season,499.91363552129934,1.306,22,20,72.5781,65.9844,26,23,-71.73794999999996,72.01920000000007,-239.399,239.4
ea2,oscars,werner,oscars,600.1009959979424,1.656,22,20,72.5781,65.9844,26,23,103.00604999999996,-102.72479999999996,281.86699999999996,-281.86699999999996
ea2,secure,secure,rescue,99.95245940590962,1.051,23,20,75.875,65.9844,27,23,43.85850000000005,-43.928800000000024,-23.894999999999982,23.894999999999982
ea2,nascar,nascar,weaver,200.00281522341135,1.222,23,20,75.875,65.9844,27,23,-5.0815000000000055,5.011200000000031,99.87400000000002,-99.87400000000002
ea2,norman,norman,monroe,300.0057107071297,1.091,23,20,75.875,65.9844,27,23,-14.258500000000026,14.188200000000052,149.327,-149.327
ea2,mercer,monroe,mercer,400.01115679101997,1.56,23,20,75.875,65.9844,27,23,-42.791499999999985,42.72119999999995,-195.38199999999995,195.382
ea2,scenes,scenes,uneven,499.9734970744849,1.432,23,20,75.875,65.9844,27,23,119.72149999999999,-119.79179999999997,219.435,-219.43499999999995
ea2,sensor,ensure,sensor,600.0106969000554,1.672,23,20,75.875,65.9844,27,23,-58.31049999999999,58.24020000000007,-294.29100000000005,294.291
ea2,carmen,carmen,answer,99.66860445375963,1.926,22,21,72.5781,69.2813,26,24,-25.318949999999973,25.248649999999998,42.94400000000002,-42.94399999999996
ea2,nurses,nurses,assume,199.60242112399348,1.041,22,21,72.5781,69.2813,26,24,-61.09095000000002,61.020650000000046,-78.94600000000003,78.94600000000003
ea2,nearer,nearer,cosmos,300.0154663695857,1.216,22,21,72.5781,69.2813,26,24,3.50305000000003,-3.573350000000005,-149.966,149.966
ea2,curses,curses,causes,400.12875295054715,1.369,22,21,72.5781,69.2813,26,24,39.87104999999997,-39.94135,196.04399999999998,-196.04399999999998
ea2,rumors,arrows,rumors,499.9806110970304,1.387,22,21,72.5781,69.2813,26,24,-7.4269500000000335,7.356650000000002,249.88099999999997,-249.88099999999997
ea2,cocoon,cocoon,renown,600.4266475080532,1.371,22,21,72.5781,69.2813,26,24,197.67104999999992,-197.74135,-225.92100000000005,225.921
ea2,veneer,veneer,weaves,99.80881833947588,1.047,23,21,75.875,69.2813,27,24,-32.1465,31.724649999999997,38.34800000000001,-38.347999999999956
ea2,scorer,scorer,murmur,199.91173387253318,1.204,23,21,75.875,69.2813,27,24,-29.82249999999999,29.40065000000004,-95.46900000000005,95.469
ea2,assume,assume,scenes,299.87338495692234,1.116,23,21,75.875,69.2813,27,24,-64.01850000000002,63.59665000000007,-135.68200000000002,135.68200000000002
ea2,unesco,unesco,reeves,399.8084649373028,1.28,23,21,75.875,69.2813,27,24,-129.1685,128.74665000000005,-152.74699999999996,152.747
ea2,marcus,marcus,romans,499.9740170246075,1.145,23,21,75.875,69.2813,27,24,-21.91550000000001,21.493650000000002,-249.043,249.043
ea2,senses,senses,mercer,599.908564376041,1.359,23,21,75.875,69.2813,27,24,-92.75549999999998,92.33365000000003,285.321,-285.321
ea2,renown,renown,avenue,99.98098375036123,0.961,24,21,79.1719,69.2813,28,24,16.668949999999995,-17.442350000000033,-46.990999999999985,46.990999999999985
ea2,screen,screen,comers,199.9946228939418,1.089,24,21,79.1719,69.2813,28,24,8.11794999999995,-8.891349999999989,99.63499999999999,-99.63499999999999
ea2,morrow,morrow,warmer,300.0202502760272,0.987,24,21,79.1719,69.2813,28,24,-56.261049999999955,55.48765000000003,139.216,-139.216
ea2,curses,curses,unesco,399.969419988191,1.102,24,21,79.1719,69.2813,28,24,114.76395000000002,-115.53735,163.50599999999997,-163.50599999999997
ea2,warner,warner,unease,499.9482766675869,0.968,24,21,79.1719,69.2813,28,24,231.85495000000003,-232.62835,-92.471,92.471
ea2,owners,owners,rescue,600.0246466601934,1.372,24,21,79.1719,69.2813,28,24,-140.04105000000004,139.26765,265.526,-265.52599999999995
ea2,accuse,owners,accuse,100.12303571707409,1.695,23,22,75.875,72.5781,27,26,-17.341499999999996,17.56804999999997,46.920000000000016,-46.91999999999996
ea2,nerves,nerves,severe,200.0046141492803,1.1,23,22,75.875,72.5781,27,26,-1.3904999999999745,1.6170499999999493,-99.99099999999999,99.99099999999999
ea2,comers,comers,scares,300.2859636549842,1.157,23,22,75.875,72.5781,27,26,-122.12650000000002,122.35304999999994,87.18,-87.17999999999995
ea2,serene,serene,cosmos,400.0259675606104,6.789,23,22,75.875,72.5781,27,26,-14.749500000000012,14.977049999999963,199.45999999999998,-199.46000000000004
ea2,scorer,scorer,suarez,500.3330207425875,1.33,23,22,75.875,72.5781,27,26,-236.4325,236.65904999999998,81.42099999999999,-81.42100000000005
ea2,canvas,canvas,soccer,599.7228525799251,1.249,23,22,75.875,72.5781,27,26,237.32150000000001,-237.09494999999998,183.437,-183.437
ea2,narrow,narrow,across,100.21338245568799,0.912,24,22,79.1719,72.5781,28,26,-15.408050000000003,15.283050000000003,-47.698999999999955,47.69900000000001
ea2,owners,owners,marrow,199.46710241543593,0.912,24,22,79.1719,72.5781,28,26,75.47495000000004,-75.59995000000004,65.12200000000001,-65.12199999999996
ea2,comers,comers,server,299.3538639530313,0.954,24,22,79.1719,72.5781,28,26,137.39094999999998,-137.51594999999998,-59.24300000000005,59.242999999999995
ea2,scarce,scarce,curses,399.67893311958545,1.038,24,22,79.1719,72.5781,28,26,91.20095000000003,-91.32595000000003,-177.78300000000002,177.78300000000002
ea2,curses,curses,sensor,500.6355413803638,1.258,24,22,79.1719,72.5781,28,26,-225.99305000000004,225.86804999999993,-107.76999999999998,107.76999999999998
ea2,marcos,worsen,marcos,600.4674454866058,1.221,24,22,79.1719,72.5781,28,26,-199.83304999999996,199.70804999999996,224.125,-224.125
ea2,marrow,marrow,access,100.04028154559786,0.869,25,22,82.4844,72.5781,29,26,-43.44979999999998,43.98104999999998,24.310000000000002,-24.310000000000002
ea2,curses,curses,causes,200.041134580172,1.259,25,22,82.4844,72.5781,29,26,-86.67579999999998,87.20704999999998,-49.450000000000045,49.44999999999999
ea2,career,sesame,career,300.02555263297575,1.221,25,22,82.4844,72.5781,29,26,-78.95479999999998,79.48604999999998,-127.38800000000003,127.38900000000001
ea2,mcewen,mcewen,season,399.9881451054799,1.513,25,22,82.4844,72.5781,29,26,48.33219999999994,-47.80094999999994,194.132,-194.13199999999995
ea2,verses,verses,encore,499.9828455410471,1.273,25,22,82.4844,72.5781,29,26,95.9162,-95.38495,230.969,-230.96900000000005
ea2,romano,romano,curses,600.0438036259707,1.2,25,22,82.4844,72.5781,29,26,-286.3728,286.90405,88.60899999999998,-88.60900000000004
muyang2,movers,movers,rescue,100.3103016005959,1.504,21,20,69.2813,65.9844,24,23,-44.488350000000025,44.121200000000044,23.50799999999998,-23.508000000000038
muyang2,moscow,moscow,warren,200.15126658405765,0.895,21,20,69.2813,65.9844,24,23,-43.488350000000025,43.121200000000044,-90.221,90.221
muyang2,weaves,weaves,oscars,300.1127325109725,0.94,21,20,69.2813,65.9844,24,23,-48.228350000000034,47.86120000000005,142.15699999999998,-142.15700000000004
muyang2,eraser,eraser,verses,400.1379790494806,1.071,21,20,69.2813,65.9844,24,23,-79.45134999999999,79.08420000000001,-183.69600000000003,183.69600000000003
muyang2,suarez,oscars,suarez,499.89113204697134,1.154,21,20,69.2813,65.9844,24,23,77.25165000000004,-77.61879999999996,237.648,-237.64800000000002
muyang2,warner,errors,warner,599.7094814101262,1.031,21,20,69.2813,65.9844,24,23,246.62165000000005,-246.9888,-170.29399999999998,170.29399999999998
muyang2,screws,screws,sensor,99.72121228466135,0.885,22,20,72.5781,65.9844,26,23,-46.616949999999974,46.898199999999974,17.314999999999998,-17.314999999999998
muyang2,creams,creams,warsaw,200.22734220461123,0.794,22,20,72.5781,65.9844,26,23,77.30504999999994,-77.02380000000005,63.78399999999999,-63.78399999999999
muyang2,versus,versus,camera,299.98269139155764,1.037,22,20,72.5781,65.9844,26,23,-9.041950000000043,9.323200000000043,-149.71000000000004,149.70999999999998
muyang2,excuse,excuse,curses,399.90572793012416,1.474,22,20,72.5781,65.9844,26,23,-63.40994999999998,63.69119999999998,189.58499999999998,-189.58500000000004
muyang2,ceases,ceases,amazes,499.90547788529244,1.17,22,20,72.5781,65.9844,26,23,-79.48395000000005,79.76520000000005,-236.93100000000004,236.931
muyang2,morrow,morrow,errors,599.937345131575,0.971,22,20,72.5781,65.9844,26,23,-62.91695000000004,63.19820000000004,293.26599999999996,-293.26599999999996
muyang2,morrow,morrow,rancor,100.02217461188292,0.834,23,20,75.875,65.9844,27,23,-19.757499999999993,19.68719999999996,45.95800000000003,-45.95799999999997
muyang2,monaco,monaco,arenas,200.02397572413668,0.804,23,20,75.875,65.9844,27,23,-43.03550000000001,42.96519999999998,-90.29600000000005,90.29599999999999
muyang2,morrow,morrow,sauces,299.95482926215743,0.873,23,20,75.875,65.9844,27,23,123.42550000000006,-123.49580000000003,-85.15099999999995,85.15100000000001
muyang2,mormon,mormon,nearer,399.96804399112943,0.959,23,20,75.875,65.9844,27,23,114.12249999999995,-114.19280000000003,-164.20000000000005,164.2
muyang2,reruns,reruns,severe,499.9704724746153,0.947,23,20,75.875,65.9844,27,23,137.98950000000002,-138.0598,208.42700000000002,-208.42700000000002
muyang2,access,access,weaver,599.975298048253,0.97,23,20,75.875,65.9844,27,23,133.4475,-133.51779999999997,268.654,-268.654
muyang2,scream,scream,assume,99.91730351926039,0.91,22,21,72.5781,69.2813,26,24,-6.325950000000034,6.255650000000003,49.56099999999998,-49.561000000000035
muyang2,manure,manure,career,199.58632448582244,0.823,22,21,72.5781,69.2813,26,24,-63.58394999999996,63.5136500000001,76.94299999999998,-76.94299999999998
muyang2,weaver,concur,weaver,299.6462290304352,1.391,22,21,72.5781,69.2813,26,24,-81.44994999999994,81.37965000000008,-125.77200000000005,125.77199999999999
muyang2,eraser,eraser,canvas,400.47745369266414,0.91,22,21,72.5781,69.2813,26,24,147.13504999999998,-147.20535,135.781,-135.78099999999995
muyang2,renown,renown,menace,499.43244521612735,2.989,22,21,72.5781,69.2813,26,24,-218.53094999999996,218.4606500000001,-120.904,120.904
muyang2,crease,crease,excuse,599.8774188536855,1.064,22,21,72.5781,69.2813,26,24,-56.19595000000004,56.125650000000064,294.634,-294.634
muyang2,accuse,accuse,across,100.04943684160602,0.874,23,21,75.875,69.2813,27,24,8.043499999999995,-8.46535,49.339,-49.339000000000055
muyang2,crowns,crowns,occurs,199.75901051397537,0.908,23,21,75.875,69.2813,27,24,-81.63850000000002,81.21665000000007,57.839999999999975,-57.84000000000003
muyang2,creams,creams,errors,300.24126005318203,0.872,23,21,75.875,69.2813,27,24,121.45349999999996,-121.87535000000003,87.94299999999998,-87.94299999999998
muyang2,secure,secure,wearer,399.88828404233413,4.872,23,21,75.875,69.2813,27,24,-75.62650000000002,75.20465000000002,-185.17600000000004,185.176
muyang2,romero,romero,mormon,500.2956069092777,0.761,23,21,75.875,69.2813,27,24,249.6295,-250.05135,12.396999999999991,-12.396999999999991
muyang2,vernon,eraser,vernon,600.1225869777961,1.171,23,21,75.875,69.2813,27,24,124.0625,-124.48435,-273.11699999999996,273.11699999999996
muyang2,remove,remove,sewers,100.04240610106295,0.802,24,21,79.1719,69.2813,28,24,-38.74204999999995,37.968650000000025,-32.10900000000004,32.10899999999998
muyang2,cosmos,cosmos,vernon,199.96126971813825,1.222,24,21,79.1719,69.2813,28,24,69.26195000000007,-70.03535,-71.73000000000002,71.73000000000002
muyang2,reruns,reruns,ransom,299.9751080628024,0.892,24,21,79.1719,69.2813,28,24,66.96695,-67.74034999999998,134.014,-134.014
muyang2,owners,owners,vacuum,399.96591420231056,1.142,24,21,79.1719,69.2813,28,24,122.59895000000006,-123.37234999999998,-157.69500000000005,157.695
muyang2,common,common,rescue,500.04271048390467,1.095,24,21,79.1719,69.2813,28,24,-196.73405000000002,195.9606500000001,-154.78499999999997,154.78500000000003
muyang2,unsure,unsure,rumors,599.9519014088463,1.007,24,21,79.1719,69.2813,28,24,264.66595000000007,-265.43935,-140.47299999999996,140.473
muyang2,mcewen,mcewen,rancor,100.20150197877524,0.755,23,22,75.875,72.5781,27,26,-28.829499999999996,29.056050000000027,40.89499999999998,-40.89499999999998
muyang2,scarce,weaver,scarce,199.74455197276964,1.132,23,22,75.875,72.5781,27,26,72.65049999999997,-72.42394999999999,-68.65099999999995,68.64999999999998
muyang2,season,scenes,season,299.7492457224913,0.954,23,22,75.875,72.5781,27,26,106.48950000000002,-106.26194999999996,105.57799999999997,-105.57799999999997
muyang2,venues,venues,morrow,399.79774416947686,0.95,23,22,75.875,72.5781,27,26,115.59849999999994,-115.37294999999995,163.164,-163.164
muyang2,marrow,marrow,eraser,499.9875145031149,1.819,23,22,75.875,72.5781,27,26,8.619500000000016,-8.392950000000042,249.849,-249.84900000000005
muyang2,warren,warren,unsure,599.7471170119974,0.969,23,22,75.875,72.5781,27,26,215.51350000000002,-215.28695,-208.63099999999997,208.63099999999997
muyang2,reeves,reeves,mormon,100.6840581085704,0.701,24,22,79.1719,72.5781,28,26,-49.09304999999995,48.96804999999995,11.415999999999997,-11.415999999999997
muyang2,common,common,census,199.58879982306127,0.965,24,22,79.1719,72.5781,28,26,58.14295000000004,-58.26795000000004,-81.06200000000001,81.06200000000001
muyang2,owners,owners,wearer,300.0286875603898,0.979,24,22,79.1719,72.5781,28,26,-6.218049999999948,6.093049999999948,-149.88800000000003,149.88799999999998
muyang2,scorer,scorer,uneven,400.2757232168971,0.822,24,22,79.1719,72.5781,28,26,-78.54205000000002,78.41705000000002,184.10899999999998,-184.10900000000004
muyang2,access,access,marrow,500.0839449156611,0.959,24,22,79.1719,72.5781,28,26,-29.936050000000023,29.811050000000023,-248.25099999999998,248.25099999999998
muyang2,monaco,monaco,access,599.6759699961387,0.969,24,22,79.1719,72.5781,28,26,137.96294999999998,-138.08794999999998,-266.17999999999995,266.18
muyang2,acumen,acumen,marrow,100.04136826394627,0.819,25,22,82.4844,72.5781,29,26,-43.23580000000004,43.76705000000004,24.692000000000007,-24.692000000000007
muyang2,maroon,maroon,corner,199.98574694743246,0.835,25,22,82.4844,72.5781,29,26,29.0942,-28.56295,95.74700000000001,-95.74699999999996
muyang2,cancer,cancer,venues,299.97457919684206,1.154,25,22,82.4844,72.5781,29,26,80.31119999999999,-79.77994999999999,-126.84199999999998,126.84199999999998
muyang2,ensure,ensure,server,400.00464856839164,0.88,25,22,82.4844,72.5781,29,26,-20.608799999999974,21.140049999999974,198.91000000000003,-198.90999999999997
muyang2,sonoma,sonoma,amazes,499.9640764864237,0.922,25,22,82.4844,72.5781,29,26,192.57220000000007,-192.04094999999995,-159.716,159.716
muyang2,caucus,caucus,cosmos,600.023752306792,1.544,25,22,82.4844,72.5781,29,26,-155.74879999999996,156.28004999999996,256.255,-256.255
